Word,Count
fileNode,2
freemind.extensions.PermanentNodeHook#onAddChild(freemind.modes.MindMapNode,2
(saved,2
selectedColor,2
Preference,2
According,2
\look,\,2
(whether,2
Hull,2
TableModel,2
gives,2
DESCENDING},2
\valid,\,2
MindMapArrowLinkModel,2
parameterization,2
\10,\,2
pController,2
mLabel;,2
2010/09/30,2
javax.swing.event.TableModelListener#tableChanged(javax.swing.event,2
f,2
30.7.2004:,2
gap,2
0);,2
debug,2
ActionListener,2
accessed,2
stacktrace,2
rect,2
cur),2
Go,2
\wrong,\,2
arrive,2
lazy,2
changed),2
strict,2
LinkRegistryAdapter,2
condition,2
MindMapNode.STYLE_FORK;,2
\.JList,\,2
color:,2
pEvent);,2
INSERT,2
activates,2
nextObject);,2
06.10.2003:,2
28,2
\XMLElement(entities,\,2
\DatabaseRegistration.java,v\,2
states,2
ewl,2
\freemind.controller.filter.util.SortedListModel#replace(java.lang.Object,\,2
\down,\,2
2);,2
tabbed,2
Singleton,2
InvocationTargetException,2
(Added,2
Andy,2
indexes,2
circle,2
directory:,2
\rect.width,\,2
\\"\-//W3C//DTD\,2
(consistency,2
\"\"\);\,2
getPluginBaseClass,2
01\01\0001),2
ERROR,2
POSTFIX_TRANSLATE_ME,2
<li>If,2
\{MINUS_IMAGE,\,2
untill:,2
freemind.extensions.PermanentNodeHook#onDeselectHook(),2
term,2
JYearChooser,2
Component,2
JLabel,2
\cloned,\,2
Original,2
\logger.info("\Content\,2
JPG,2
polynomial,2
\frame,\,2
assume,2
WindowClosingAdapter,2
arrow:,2
\t+s,\,2
(fc,2
\box,\,2
freemind.properties,2
looks,2
metrics,2
11.01.2006,2
\freemind.main.XMLElement#getBooleanAttribute(java.lang.String,\,2
\undo,\,2
FileFilter,2
26.01.2006,2
\guarantee,\,2
nasty,2
dropping,2
Generate,2
\state,\,2
21.08.2004,2
06.09.2012,2
\UTF-16,\,2
if(n.isRoot()){,2
\GridBagConstraints.NONE,\,2
setDescription();,2
proofed,2
Read,2
PM,2
getView().selectContinuous(newlySelectedNodeView);,2
freemind.view.mindmapview.NodeView#getTextX(),2
10.01.2007,2
viewport,2
\freely,\,2
10.01.2008,2
replaces,2
\handler,\,2
2000,2
force,2
attempts,2
15.11.2005,2
freemind.main.FreeMindMain#getJFrame(),2
\integer,\,2
koh,2
initialY,2
freemind.modes.ModeController#updatePopupMenu(freemind.controller,2
Propagate,2
jPasswordField1,2
1.5,2
null);,2
\fact,\,2
decorationBordersVisible,2
\2004,\,2
ComboProperty(,2
\g2d.drawRect(innerBounds.x,\,2
prompts,2
HTMLWriter,2
\pattern,\,2
1.1.2.11,2
Are,2
07.10.2004,2
uniqueId,2
label:,2
similar,2
freemind.main.Tools.IAbstractButton#setDisplayedMnemonicIndex(int),2
please,2
ROLE_SLAVE,2
selected.getModel().toString();,2
session,2
misrepresented,2
programming,2
controller.getView().getSelecteds(),2
end),2
issues,2
StringWriter,2
\factory,\,2
Plugin,2
he,2
object:,2
Attempts,2
transitional,2
escaped,2
F5,2
<a,2
visual,2
<li><code>reader,2
%,2
green,2
<a>...</a>,2
precondition:,2
JScrollPane,2
pAttribute,2
tables,2
Fired,2
actions),2
<i>press</i>,2
NodeHolder,2
(typically,2
1.1.1,2
\addition,\,2
\information,\,2
freemind.extensions.PermanentNodeHook#save(freemind.main.XMLElement),2
info,2
Look&Feel,2
getFrame().repaint();,2
pheight,2
intentionally,2
retrieved,2
G,2
2008/11/01,2
08.04.2013,2
deriv[1],2
wird,2
0));,2
Schliessen,2
\node.setTagName("\node"\);\,2
pTranslator,2
JDateChooser,2
express,2
\timer,\,2
pIn,2
decoder,2
\sw.write("\\,2
PLUS,2
\((MindMapEdgeModel)getEdge()).save(doc,node);\,2
fast,2
completely,2
you've,2
grouped,2
\MapNodePositionHolder,\,2
debugBuffer,2
\meaning,\,2
matter,2
Box,2
relative),2
1.1.2.3.2.5,2
\"\',\,2
4.1pre7,2
pIsSelected,2
server:,2
nodeChanged,2
here..,2
pops,2
impossible,2
appended:,2
AbstractPreferences,2
Popup,2
killer,2
default_browser_command_windows_nt,2
byte[],2
MindMapLink},2
#areAttributesVisible(),2
\product,\,2
createAnotherElement},2
Also,2
onUpdateChildrenHook),2
EditServer.java,2
TableModelEvent),2
management,2
fork,2
laying,2
set:,2
onAddChild,2
LookAndFeel,2
\path,\,2
<li><code>message,2
\such,\,2
slightly,2
sections,2
newlySelectedNodeView.isSiblingOf(getView().getSelected())),2
Fensters,2
tool,2
.,2
http://sourceforge.net/tracker/?func=detail&aid=2800933&group_id,2
javax.swing.JComponent#paint(java.awt.Graphics),2
PluginType,2
hookRegistrationClass,2
problematic,2
\plugins.collaboration.socket.SocketBasics#sendCommand(java.lang.String,\,2
\understand,\,2
reserved,2
opposite,2
effect,2
slave,2
location),2
resolved,2
newText);,2
\"\1"\</code>\,2
all:,2
tryToLock,2
authorization,2
south,2
#getContent(),2
\<code>falseValue</code>,\,2
mTempDbFile.deleteOnExit();,1
processing,1
\pattern.setTagName("\pattern"\);\,1
unfolded),1
Beginning,1
demand,1
Parameter,1
([),1
forward,1
if(client,1
stored),1
\x00-x1F,\,1
\insertNodeInto(newNode,node,node.getChildCount());\,1
expansion,1
11.07.2013,1
pListener,1
this.mListeners,1
\node:"\+source+"\\,1
editmenu,1
content.add(label);,1
formatDialog.pack();,1
implement:,1
javax.swing.table.TableCellEditor#getTableCellEditorComponent(javax,1
\SharpLinearEdgeView.java,v\,1
\System.err.println("\[Freemind-Developer-Internal-Warning\,1
suggestion,1
\"\Beta"\,\,1
19.04.2012,1
(use,1
head,1
Elements</B></DT>,1
20:42:31,1
1},1
zoom:,1
8,1
Tools.getExtension(absolute.getFile());,1
landscape,1
debug:,1
\scrolling,\,1
16:50:37Z,1
paintIcon(Component,1
css,1
\'"\connect\,1
move:,1
\languageResources.getString(key)+"\</td></tr>\n"\);\,1
freemind.modes.ModeController.NodeSelectionListener#onUpdateNodeHook(,1
keyStroke,1
accessories/plugin,1
plugins.map.Registration.NodeVisibilityListener#nodeVisibilityChanged,1
disconnects,1
group_id=7118,1
controlled,1
selected..,1
fields,1
\holder.addAction(edit,\,1
Modes,1
Establishes,1
editor),1
BufferedWriter,1
freemind.main.XMLElement#NANOXML_MINOR_VERSION,1
slider,1
demos,1
logger.info(e);,1
portion,1
quick,1
\needed,\,1
\tags,\,1
bar</li>,1
reached,1
16:14:25,1
LinkRegistry,1
took,1
NewMapAction,1
accessories.plugins.ClonePasteAction.ClonePropertiesObserver#,1
(south),1
https://sourceforge.net/tracker/?func=detail&atid=107118&,1
2005/05/12,1
wouldn't,1
\URL("\file://"\+relative);\,1
kiddies,1
15:11:23,1
\html,\,1
freemind.main.XMLElement#setContent(java.lang.String),1
*before*,1
whereevery,1
\"\value;value;value"\\,1
base.<br>,1
consuming,1
java.awt.Component#toString(),1
\"\paste\,1
Performs,1
detailed,1
\alt="\Screenshots\,1
.modes.ModeController.NodeSelectionListener),1
mapViewport.setViewPosition(viewPosition);,1
preferences.add(c.background);,1
session.getChatService();,1
edit/change,1
pNodePositionHolder,1
persistent,1
\clouds,\,1
1.40.14.21.2.64,1
1997,1
\controls,\,1
backgroundColor.getRGB());,1
java.util.logging.Handler#publish(java.util.logging.LogRecord),1
pMapCenter,1
\System.out.println("\Move\,1
prints,1
arcs:,1
undo.print();,1
2007/08/07,1
(longer,1
\BezierEdgeView.java,v\,1
freemind.controller.filter.Filter#isVisible(freemind.modes.MindMapNode),1
18:43:15,1
visited,1
INCIDENTAL,1
unchecked,1
\IllegalArgumentException("\'"\+v+"\'\,1
ExampleFileFilter();,1
todo:,1
26.05.2004,1
live,1
\"\standardlinkestyle.tooltip"\,\,1
\getFrame().out(Tools.expandPlaceholders(getText("\link_not_found"\),\,1
22:18:45,1
22:15:21,1
probing,1
count++;,1
Shift,1
pressed:,1
freemind.modes.MindMapEdge#getStyleAsInt(),1
<li><code>str,1
corrupt,1
\structure,\,1
compare,1
freemind.modes.ModeController#getPopupMenu(),1
(patch,1
absolute);,1
calling,1
getToolbar()).setZoomComboBox(zoomValue);,1
textFromClipboard,1
java.awt.LayoutManager#preferredLayoutSize(java.awt.Container),1
ascending,1
Improve,1
\javax.swing.table.TableModel#isCellEditable(int,\,1
Div,1
together,1
ones,1
BF,1
x1+,1
save/load,1
this));,1
Background,1
before:,1
added:,1
Tools.BooleanHolder();,1
Deep,1
1.1.18.2,1
\Reader,\,1
insensitive,1
unset,1
keys);,1
THEORY,1
modes.ModeController.NodeSelectionListener),1
allocate,1
uncaught,1
\"\remove"\\,1
m,1
times,1
MAXIMAL_RECTANGLE_SIZE_FOR_COLLISION_DETECTION,1
redisplay,1
getPath(),1
early,1
MindMapNode->,1
moving:,1
java.awt.LayoutManager#minimumLayoutSize(java.awt.Container),1
prevents,1
outer,1
getAllIconNames();,1
encoder.encode(image);,1
i=entities.iterator();,1
\HookInstanciationMethod.java,v\,1
#getDay,1
pf),1
Real,1
getChildren(node);,1
\relative)"\\,1
rid,1
1.8.18.1,1
Probably,1
refactored,1
252);,1
freemind.main.XMLElement#getName(),1
MINIMAL_LEAF_WIDTH,1
if(exitCode,1
immediate,1
executor,1
\"\apos"\&nbsp;=&gt;&nbsp;"\'"\,\,1
\key"\\,1
locks,1
getNode().getObjectId(getController());,1
significantly,1
NodeMouseMotionListener,1
getMindMapController().newNode();,1
styleSheet,1
\list"\);\,1
\sensibly,\,1
Actions:,1
getChildrenViews(),1
getAntiColor1(backgroundColor);,1
Items:,1
eTeks,1
\logger.fine("\Register\,1
((ImageIcon),1
isItalic(),1
node-id,1
cast,1
values.get(XML_STORAGE_MAP_TOOLTIP_LOCATION);,1
freemind.modes.MindMapNode#getActivatedHooks(),1
\TransformTest.java,v\,1
freemind.controller.filter.Filter#areMatchedShown(),1
(internal),1
printNodeId(target),1
\System.out.println(text.substring(pair.originalStart,\,1
\"\modes_since_0_8_0"\));\,1
accepting/declining,1
Instantiation,1
Xml/File,1
<i>modifiers</i>,1
Permanent..,1
\index,\,1
\\"\-//W3C//"\\,1
(chris),1
\"\Connected"\\,1
Overhead,1
\System.out.println("\width:\,1
isSelected(,1
iconPath,1
sendToUser,1
getMapModuleVector,1
makeCompactGrid,1
\MERCHANTABILITY,\,1
removeNodeFromParent(node);,1
\INDIRECT,\,1
\ScriptEditorPanel.java,v\,1
showBackButtion,1
\rather,\,1
http://www.unicode.org/unicode/faq/utf_bom.html,1
exclusivity,1
Collects,1
JTabbedPane,1
retrieve_additional_data_here,1
\MapMouseWheelListener.java,v\,1
\FileNodeModel(newFile),parent,0);\,1
SOFTWARE,1
\location,\,1
MutableTreeNode,1
Applet,1
w/out,1
random:,1
Graphics,1
\Mindmap"\\,1
pMapHook,1
22:05:13,1
buildClassList();,1
c.getMode().getModeController().toggleFolded();,1
repair,1
Global,1
catch(java.lang.CloneNotSupportedException,1
fileout.newLine();,1
bases,1
\System.out.print("\[\,1
FreeMind.RESOURCES_USE_SPLIT_PANE));,1
Enckevort,1
tok.eolIsSignificant(true);,1
\MindMapLayout.java,v\,1
\2.0.\"\\,1
backBrighter;,1
cut.s,1
\"\index.mm"\\,1
\getText("\url_error"\)\,1
compared,1
vaues,1
pProgressString,1
\text},\,1
desired,1
hash.remove(map.getModel().getRestoreable());,1
CLASS_LIST.size(),1
14:36:06,1
ideas,1
accepting,1
16.12.2003,1
\exceptions,\,1
editorScrollPane.setPreferredSize(new,1
\logger.info("\Avoid\,1
adjusts,1
\p0,p1,p2\,1
01.04.2013,1
try{,1
registering,1
#getYear,1
<tag>text</tag>:,1
registry.refresh();,1
\propertyName,\,1
\props.put(FreeMind.RESOURCES_NODE_TEXT_COLOR,\,1
\current,\,1
__________________,1
menuHolder.addSeparator(POPUP_MENU);,1
builds,1
pInt,1
pProperties,1
toolbar:,1
\MENU_BAR_PREFIX+"\modes/"\;\,1
\Then,\,1
runs,1
\another."\);\,1
elt.setContent(content);,1
he'll,1
machine,1
(set,1
buffer.append('\n');,1
unregistered,1
\ID="\+newID);\,1
cmd,1
//Generating,1
\System.err.println("\htmlFlavor"\);\,1
retain,1
https://developer.apple.com/library/mac/#documentation/Java/Conceptual/Java14Development/07-NativePlatformIntegration/NativePlatformIntegration.html,1
\"\\\\\n"\))\,1
case:,1
updateLookAndFeel();,1
DanielPolansky:,1
file://,1
base-url,1
\mStart,\,1
tooltips.values().iterator().next();,1
\questions,\,1
c),1
resort,1
buttons.add(remove);,1
utf8.newEncoder();,1
Log.log,1
pattern.write(fileout);,1
ByteBuffer.allocate(2);,1
=modal,1
(with,1
KeyEvent.VK_OPEN_BRACKET),1
\logger.info("\windowActivated"\);\,1
quit,1
vector(i),1
parameters:,1
propagated,1
\BrowseArrowLinkModel.java,v\,1
finally,1
dateVector,1
(encrypted,1
if(debugBuffer,1
atid=107118,1
JAXB-generated,1
\Point((int)wr,\,1
\"\("\\,1
\"\docmapurl"\));\,1
ARISING,1
px,1
anonymous,1
2.5.2004):,1
\Color(0x4d,0x63,0xb4));\,1
\selection:"\\,1
generally,1
subcomponents,1
\sibling,\,1
\loop,\,1
addNew,1
freemind.modes.ModeController#doubleClick(java.awt.event.MouseEvent),1
SchemeNodeModel(getFrame());,1
Or:,1
declaration,1
JMapViewer},1
\(.mm)"\,\,1
\strange,\,1
\FeedBack.java,v\,1
unhide,1
\gridheight,\,1
1.1.4.6.2.13,1
occures,1
mapElement.processUnfinishedLinks(getLinkRegistry());,1
\BrowseEdgeModel.java,v\,1
\Dolly."\\,1
EDGE,1
\super.startElement(arg0,\,1
\Method,\,1
getNumberOfChangesSinceLastSave(),1
<info@eteks.com>,1
manually,1
3);,1
freemind.extensions.HookFactory#getRegistrations(),1
oval,1
isDecendantOf,1
'~',1
\print("\Action\,1
\MindMapNodeModel.java,v\,1
\ready,\,1
pScript,1
\StringSelection("\"\);\,1
javax.swing.filechooser.FileFilter#accept(java.io.File),1
(depest,1
arrowLink:,1
thread..,1
console,1
Algorithms,1
freemind.modes.ModeController#deregisterNodeLifetimeListener(freemind,1
initialisation),1
20:09:32,1
JMenu,1
associate,1
getFocus(),1
isSaved(),1
node.getStyle());,1
\StylePatternFactory.java,v\,1
\System.out.println("\keyTyped:\,1
Wielaard,1
15.05.2012,1
else:,1
freemind.main.Resources.getInstance().logExecption(,1
\added"\);\,1
\5,\,1
\node:"\+target+"\,\,1
~/.freemind/auto.properties,1
Toolkit.getDefaultToolkit(),1
NodeNoteRegistration,1
</b>,1
Retrieving,1
Locking,1
restores,1
content.add(assignedTo);,1
\FileToolBar.java,v\,1
wizard's,1
possibility,1
t.getTransferData(MindMapNodesSelection.rtfFlavor);,1
(default,1
**Signature,1
propertyChange(PropertyChangeEvent,1
\complex,\,1
substring,1
changeable,1
getMindMapController().obtainFocusForSelected();,1
Milne,1
emphasis,1
10.2.2005:,1
strict;,1
Modesmenu,1
runnable,1
omit,1
(MindMapNodeModel),1
freemind.modes.ModeController#save(),1
showup),1
GridBagConstraints.BOTH;,1
\title,\,1
tex<tag>t</tag>,1
splitPane.getDividerSize();,1
File.separatorChar);,1
\list.add("\This\,1
\NodeMotionListener.java,v\,1
Inhertitable,1
Terminate,1
inputMap.allKeys();,1
restore(),1
&amp;#xb;,1
1.4.2004:,1
\)"\);\,1
\getWidth()-1,\,1
switching,1
2006/12/14,1
\controller.getText("\edge_width"\)\,1
northToolbarPanel.remove(toolbar);,1
hoc,1
\logger.info("\onDeselectHook\,1
\UpdateThread.java,v\,1
incompatible,1
dimensions,1
CLASS,1
20:28:30,1
Either:,1
\tryToChangeToMapModule,\,1
\MenuBar.EDIT_MENU+"\edit/newItem"\);\,1
INABILITY,1
\binding,\,1
D,1
\nodeText.indexOf("\\n"\)\,1
Absolute,1
\FindTextTests.java,v\,1
31.01.2006,1
\documentText.replaceAll("\\n"\,\,1
if(element,1
ordering,1
styleguides),1
RESULT,1
\popupMenu.add(SpellChecker.createLanguagesMenu(),\,1
precodition,1
07:03:57,1
\constructor,\,1
<code>VK_</code>,1
criteria,1
beside,1
Instantiations,1
viewers),1
22:49:54,1
(propertyName.equals(RESOURCE_LOOKANDFEEL)),1
\System.out.println("\keyReleased:\,1
LineAdapter.setStandardColor},1
getMap(),1
untaggedNodeText,1
getPaperNames(),1
246);,1
unclear,1
freemind.modes.MindMapNode),1
freemind.modes.ModeController#onDeselectHook(freemind.modes.MindMapNode),1
southButtons.add(Box.createHorizontalGlue());,1
toolbar;,1
numericKeypadKey(),1
arrays,1
SelectUser,1
consume,1
FormularEntity,1
selectedColor:,1
(cur,1
\Map,\,1
javax.swing.event.PopupMenuListener#popupMenuCanceled(javax.swing.event.PopupMenuEvent),1
Paragraph,1
pathnames,1
booleanHolder.setValue(false);,1
Browser/external,1
focus:,1
NEW_CHILD,1
DocumentationAction),1
setContent(String),1
dependencies,1
if(registeredActors.containsKey(actionClass)),1
PROPERTY,1
\"\]"\;\,1
Style,1
cancel:,1
(later,1
\event:"\\,1
\relevant,\,1
scenario,1
\MindMapEdgeModel.java,v\,1
PUYBARET,1
issuing,1
getLabel(),1
repeatable:,1
\UndoEventReceiver.java,v\,1
06.08.2012,1
pUserName,1
bg,1
command-line,1
carrying,1
\!,\,1
\isPluginBase==true,\,1
invitations,1
\standard,\,1
<code>M</code>,1
A3,1
duplicates:,1
\south-west,\,1
EncryptedMindMapNode,1
fl.length;,1
\System.out.println("\layouting\,1
ctl-Y,1
(seen,1
http://groups.google.de/groups?hl=de&lr=&ie=UTF-8&threadm=9i5bbo%24h1kmi%243,1
\MapModuleManager.java,v\,1
map!,1
\save(sw,\,1
confirm,1
close(),1
pop,1
JDayChooser.java,1
16.08.2012,1
latest,1
possibilities,1
super.setFocusCycleRoot(pFocusCycleRoot);,1
node.addChild(edge);,1
fontElement,1
complex,1
\getFrame().err(getText("\url_error"\));\,1
\newMindMapController.applyPattern(newNode,\,1
\CloudAdapter.java,v\,1
firstpos,1
infinite,1
property:,1
\#setDoubleAttribute(java.lang.String,\,1
RefreshAction());,1
getPluginRegistration(),1
xslt:,1
08.11.2003:,1
\LinearEdgeView.java,v\,1
01.05.2004,1
FileChooser,1
OptionPanel,1
Resources.getInstance().getBoolProperty(FreeMindCommon.CHECK_SPELLING);,1
MindMapLink}s,1
\afterwards),\,1
\FreeMindTestBase.java,v\,1
JabberChatService,1
1.1.2.4.2.1,1
1.3.18.1,1
ISO-8859-1,1
<code>A</code>,1
\\"\\"\\,1
2010/10/07,1
leave,1
nonconvex,1
debugBuffer),1
m_style;},1
\Indicates,\,1
III),1
visit(a),1
Virtual,1
freemind.modes.FreeMindFileDialog.DirectoryResultListener#setChosenDirectory,1
considered,1
Everything,1
It's,1
<tag>tes</tag>t,1
mode),1
node.setUserObject(token);,1
\SeparatorProperty.java,v\,1
kind,1
detail,1
(java.lang.String),1
call:,1
(mm/inch),1
20:04:10,1
filemenu,1
\System.err.println("\property\,1
trans.setTransferableAsRTF(textFromClipboard.toString());,1
delay,1
IF,1
buld,1
\menuHolder.addAction(newNodeReverseLookupAction,\,1
HeadlessException,1
pInputFile,1
sender,1
\(otherwise,\,1
\"\defaultfontsize"\));\,1
\between,\,1
02110-1301,1
build.xml,1
5:30,1
\Base64Tests.java,v\,1
Dialogelemente,1
\System.err.println("\intermediate:"\+intermediate);\,1
viewport->repaint,1
\menus,\,1
2006/11/12,1
toolTipText,1
Transformation,1
09.04.2006,1
=0;,1
\FreeMindMainMock.java,v\,1
1.9.18.2,1
\"\null"\\,1
\(Log.NOTICE,FileVFS.class,"\chmod\,1
\tag"\\,1
NodeAttributeTableModel,1
\"\Hello\,1
carefull,1
\"\Accept"\\,1
//}}},1
booleanHolder,1
pCoordinate,1
unfold),1
JPEGCodec.createJPEGEncoder(out);,1
2),1
Attributes</B></DT>,1
/*&&,1
NOT_SORTED,1
too),1
\logger.fine("\Found\,1
(ActionFilter),1
boxes,1
\mac,\,1
25.4.2011,1
\CompileXsdStart.java,v\,1
\Indeed,\,1
\HookFactory.java,v\,1
freemind.extensions.PermanentNodeHookAdapter#save(freemind.main.XMLElement,1
AbstractTreeTableModel,1
plugins.map.MapNodePositionHolder.MapNodePositionListener#deregisterMapNode,1
compilers,1
element.getAttributeNames();<BR>,1
30.06.2011,1
NEW_CHILD_WITHOUT_FOCUS,1
javax.swing.event.ListDataListener#contentsChanged(javax.swing.event,1
\href="\mailto:labe@users.sourceforge.net"\>Lars\,1
16:45:00,1
southButtons.add(refresh);,1
delimiter,1
\said:,\,1
nominatim,1
action.getClass();,1
\FlatNodeTableFilterModel.java,v\,1
\NumberProperty.java,v\,1
_,1
decrypted.isEmpty()),1
!isLeaf(),1
parents...),1
freemind.controller.filter.util.SortedListModel#add(java.lang.Object),1
paintFoldingMark(g2d);,1
\source.getCoordinates(coordinates,\,1
\(<code>C</code>,\,1
Nov,1
pPossibles,1
nodes);,1
<MindIcon>,1
2007/06/27,1
\"\Enter\,1
plugins.collaboration.socket.SocketBasics#getUsers(),1
Preferences,1
;),1
applet,1
\Math.max(HGAP,\,1
\<code>M</code>,\,1
-rect.getMinY());,1
please)]:,1
\mod,\,1
sizes,1
15:11:20,1
Define,1
\ApplyPatternAction.java,v\,1
bounds,1
2005/01/04,1
viewPosition.x,1
pSizesVector,1
ansi.newDecoder();,1
rectangular,1
Tools.addEscapeActionToDialog(this);,1
\(view,\,1
\story"\)\,1
adn,1
freemind.main.Resources.getInstance().getLogger(SplashTests.class.getName());,1
\key,\,1
hello:,1
saveChildren,1
Christopher,1
whereas,1
arises,1
3.12.2003,1
(twice),1
up/down,1
05:24:53,1
16.04.2012,1
freemind.modes.ModeController#getMode(),1
downcast,1
setDoubleAttribute},1
factory:,1
direction);,1
selList.size(),1
08.08.2004,1
this.getClass().getName());,1
\trouble,\,1
Description,1
seem,1
apple,1
(not,1
Redistribution,1
FreeMindApplet,1
connector),1
5.06.2004,1
http://forum.java.sun.com/thread.jsp?forum=31&thread=363990,1
Papers,1
104,1
i.hasNext();),1
onSelectHook()}),1
dad,1
\lock,\,1
Mind,1
feel,1
\\,1
enhanced,1
'%',1
trick,1
Factory,1
identifiers,1
Sub-Trees,1
separator),1
20:00:07,1
StyleSheet,1
\g2.drawRect(rect.x,\,1
hackery,1
Insets,1
\display,\,1
Color(0);,1
Completely,1
understanding,1
logger.info(b.toString());,1
ClonePlugin#mCloneNodeIds,1
pFile.toURI().toURL(),1
clear:,1
1.1.2.28,1
blocking!,1
width-first,1
(even,1
\SPACE,\,1
\addNewItem.setAccelerator(KeyStroke.getKeyStroke(getFrame().getAdjustableProperty("\keystroke_add"\)));\,1
interaction,1
UNICODE,1
encrypter/decrypter,1
getStyle());,1
1.1.4.4.2.14,1
languages[i],1
\MindMapEdge.java,v\,1
signal,1
rexep,1
\awtAppClassName"\);\,1
-----------------------------------------------------------------------------------,1
getViewPosition();,1
EMPTY_LIST_ITERATOR,1
\super(Resources.getInstance().getResourceString("\attributes_refresh"\));\,1
\JMenuBar"\);\,1
monthYearPanel.setBorder(BorderFactory.createEmptyBorder());,1
MindMapNodePair}s,1
Sync,1
freemind.modes.ControllerAdapter#onFocusNode(freemind.view.mindmapview.NodeView),1
foldOthers(n);,1
MouseAdapter,1
mProgressString;,1
KeyEvent.VK_CLOSE_BRACKET),1
parent.isLeft(),1
Non,1
\insertion,\,1
tip,1
n){,1
18.5.2004,1
InEdge,1
propertyName);,1
\Color(194,\,1
button-matrix,1
y1);,1
getNodeFromID(target);,1
Final,1
<DT><B>Subclassing,1
\System.out.println("\Processing\,1
\removeItem.setAccelerator(KeyStroke.getKeyStroke(getFrame().getAdjustableProperty("\keystroke_remove"\)));\,1
19:16:33,1
decoder.decode(bb);,1
J2SE,1
author,1
\dropAcceptable,\,1
succesive,1
JYearChooser.java,1
Order,1
pCurrent,1
getHeight();,1
Archie,1
\logger.fine("\Deregister\,1
&lt;br&gt;,1
\-1,\,1
\preferences,\,1
\FileReader("\filename.xml"\);<BR>\,1
21:12:50,1
\SplashTests.java,v\,1
\"\Are\,1
search:,1
mImages.get(i));,1
(checkSpelling,1
vector:,1
\</body>\n</html>\n"\\,1
htmlEditorPanel.getEditorPane().addMouseListener(new,1
16.6.2005,1
rootNodeOfBranch,1
\Furthermore,\,1
\PropertyControl.java,v\,1
\Determines,\,1
region:,1
modifiersToString(),1
c.getView().getSelected().getModel();,1
\System.err.println("\base:"\+text);\,1
\disabled,\,1
\b.append("\</table></body></html>"\);\,1
Actualize,1
root:,1
deactivates,1
suitable,1
illegal),1
java.awt.CardLayout#minimumLayoutSize,1
map),1
\allRegistrations="\\,1
loadEventDuringStartup1=/Users/alex/Desktop/test2.mm,1
dimension,1
user(s?),1
\northToolbarPanel.add(toolbar,\,1
unmarshaller:,1
latter,1
\ambiguous,\,1
\init(binding,allBindings,debugBuffer);\,1
10.3.3,1
fathers!!!,1
3.1.2004:,1
HEREBY,1
pDimension,1
Examples,1
(un)folding,1
persistence,1
Appearance,1
\logger,\,1
001111,1
\getHeight(),\,1
links[],1
\logger.info("\Old\,1
embedded,1
KeyEventWorkaround.java,1
angle,1
KeyStroke[],1
JVM,1
AFTERWARDS,1
\(SI.eval(code.nextToken()).toString())+"\\n"\;\,1
\saved,\,1
MindMapMapModel.saveXML():,1
&lt;br&nbsp;/&gt;,1
remote,1
pipes,1
getSize().width),1
touch',1
faciliate,1
\hand,\,1
POSSIBILITY,1
65,1
creation:,1
changeNode(MindMapNode,1
days[k].setEnabled(false);,1
Help,1
mSize.width,1
.modes.ModeController.NodeLifetimeListener),1
freemind.modes.FreeMindFileDialog#getSelectedFile(),1
reachable,1
them...),1
\getAttribute,\,1
JMenuItem),1
programm,1
localizations,1
1.1.2.9,1
Automatically,1
<li>undo,1
getName(),1
waitFor(),1
<li>show,1
file:/C:/..,1
-Redistribution,1
\classes)"\);\,1
(all,1
startAfter,1
zwei,1
freemind.modes.ModeController#getSelectionColor(),1
PushbackReader,1
\System.err.println("\Error\,1
nanoxml;,1
\choice,\,1
freemind.controller.filter.Filter#areEclipsedShown(),1
<i>strict</i>,1
converting,1
off?).<br>,1
11:00:22,1
mapview:,1
Thats,1
clones/original,1
attribute's,1
(unmodifiable),1
Root,1
\unclear,\,1
20:33:13,1
cdata,1
\width="\"\>,\,1
c.doubleClick(e);,1
java1.4,1
htmlEditorPanel,1
Evil,1
-Papers,1
\sure,\,1
dragEnter(),1
2010/02/27,1
menu:,1
\Meta,\,1
\logger.info("\ShowSelectionAsRectangleAction\,1
\Contributors,\,1
button.getText();,1
deriveFont(),1
*DatabaseGNU,1
\myself,\,1
freemind.main.Resources.getInstance().getLogger(FreeMindTestBase.class.getName());,1
Precodition:,1
<code>1.0</code>,1
\TestMindMapNode.java,v\,1
Notifies,1
1.12.18.2,1
\determines,\,1
freemind.view.mindmapview.NodeView#getTextWidth(),1
\finally,\,1
0.97F;,1
DropTarget,1
Patch,1
<li>rename,1
\System.out.println("\List\,1
Tools.TripleDesEncrypter(pwd).decrypt(encryptedString);,1
clone();,1
re-read,1
load),1
\widened),\,1
IIIb,1
getColorValue(),1
mm/px,1
v);,1
points:,1
\ColorProperty.java,v\,1
decided,1
charSet,1
Arguments,1
\logger.info("\Added\,1
\(connected,\,1
19:54:06,1
deriv[0],1
\good,\,1
MindMapMode),1
n2,1
multithreading,1
newNodeReverseLookupAction,1
freemind.modes.MindMapNode#getIcons(),1
19.02.2006,1
\logger.info("\onReceiveFocuse\,1
backgroundColor.darker();,1
dummy,1
over:,1
20%,1
Icon,1
instanciation,1
javax.swing.JFileChooser#showSaveDialog(java.awt.Component),1
reminder,1
endswitch,1
deltaHeight/2;,1
firePopupMenuWillBecomeInvisible,1
distance:,1
indexPair.originalEnd)+,1
freemind.controller.filter.Filter#areAncestorsShown(),1
noteViewerComponent.getDocument(),1
